Image_ID,Item_ID,Question,Answer,Image_Path
71azrwdiFqL,B078VYP2T5,Is this sandal made of leather?,Yes,11/11a2f9d3.jpg
91gQ4KHyCdL,B078M6S331,Is this bag made of genuine leather?,Yes,21/21b0cbbe.jpg
719TM060rBL,B07TG4VFFZ,Is this case slim?,Yes,66/66f3a68c.jpg
71trcY2OumL,B08511K2JR,What is the print style of the phone case?,Pattern,d8/d87e51cf.jpg
71UfOLu5LvL,B074H6QYYH,Is this product organic?,Yes,be/bef67d6a.jpg
71yjk4M3ZPL,B07T267QC6,Is this case compatible with the HTC Desire 728G?,Yes,b6/b6927f11.jpg
71b6VPIJxyL,B07TG3TVBW,Is the bird image printed on the entire back of the case?,Yes,49/49b1b22b.jpg
41JT6LQKLOL,B07DBJJ5QB,What is the lamp's style?,Table,6f/6fc7088e.jpg
81ztOYcmnOL,B07CCW6VTN,Is this laundry powder suitable for hand washing?,Yes,dc/dc89e94b.jpg
81-6-gOdobL,B0757NCBMC,Is this wall art framed?,Yes,b9/b9c0f4fe.jpg
81-6-gOdobL,B0757NCBMC,Is the image in color?,No,d6/d65cb54b.jpg
71dilvH5QML,B07TRW4XXN,Is this case 3D printed?,Yes,49/49b1b22b.jpg
81bZw6LZDDL,B07374SBFM,What is the lamp's height in inches?,20,48/480b0b65.jpg
71EKXnPEfkL,B07TH3833L,Is this a slim case?,Yes,71/715c02da.jpg
81KcfQwIw9L,B07TF1BJBD,Is this phone case compatible with a Gionee Marathon M5 Plus?,Yes,85/85a78c6c.jpg
A1GopwUW0kL,B075YMQC72,Is the frame pre-assembled?,Yes,e3/e3c20121.jpg
81a+LjTmyEL,B074DY5XWP,Are these sneakers lace-up?,Yes,bd/bd640274.jpg
517XC3JxuML,B009A6AVIQ,Are these cufflinks engravable?,Yes,ae/ae6f9848.jpg
810LF3yyORL,B00CF5OHZ2,What is the interior color of the bag?,Orange,1e/1e0ac594.jpg
81wktL+Yh+L,B013TGFTDY,What is the laptop sleeve's material?,Felt,64/6486208a.jpg
A1GopwUW0kL,B075YMQC72,What is the frame color?,Grey,e3/e3c20121.jpg
81I7Ww3M5PL,B07TG425J3,Is this a slim case?,Yes,66/66f3a68c.jpg
81g8s6y2M7L,B07TBV4FPC,Is this case compatible with the Asus Zenfone Max M1 ZB555KL?,Yes,82/82b7a2c5.jpg
81f0OiJYMzS,B000NDMNM2,Is the screwdriver set magnetic?,Yes,2c/2c042f0c.jpg
71iTK-elOlL,B002TOL5WW,What type of jewelry is this?,Earrings,31/31d3ed2f.jpg
81xZ76b0KrL,B07T9TMQGV,Is this case slim?,Yes,49/49b1b22b.jpg
61Xu4plaLUL,B01LWXF89K,How many bottles are included?,Two,52/526e9133.jpg
B1HhbAfkcHS,B07KRQP7CR,What is the rug's pattern?,Chevron,04/04d21595.jpg
61P74GD6PEL,B0853X6FSY,What is the phone case's design style?,Cartoon,8e/8ec12d06.jpg
51ajqjMk6hL,B01M4J1DDP,What is the color of the AmazonBasics USB hub?,Black,79/7987c6d9.jpg
61jb6tZDBmL,B01N6T68H5,What is the finish of this cabinet handle?,Bronze,bf/bffabff8.jpg
71VA5KNNIXL,B07TF1F838,Is this case slim?,Yes,66/66f3a68c.jpg
81XVde9RpdL,B074MX8VN5,Does this heater include tip-over protection?,Yes,c1/c127b465.jpg
91zUmIp9cxL,B074DZLJNP,Are these sneakers made of leather?,No,0e/0e0c43cc.jpg
611dGQ309XL,B07BDY85D2,What is the color of the sneakers?,Yellow,30/3053cdd3.jpg
51GQctxgghL,B07DR54V75,Is this product gluten-free?,Yes,4f/4f9d63f5.jpg
81I1mUvItSL,B075Z439GS,Are these shoes leather?,No,21/214fbb10.jpg
81poVwiQx+L,B085115MDM,What is the case's material?,Plastic,d9/d912e432.jpg
61XFB3H8dnL,B074Y322TV,Are the almonds in this butter sourced from the USA?,Yes,8f/8fec7069.jpg
81uYXjQutkL,B071L9QYTY,Is the dust container on this vacuum cleaner transparent?,Yes,39/39c72c50.jpg
71KfODD6-TL,B07WXNLT3K,What is the color of the laundry basket?,Gray,d5/d5ede8f6.jpg
71KK+z8x89L,B06XD2H2J5,Is the shoe's sole made of crepe rubber?,Yes,23/2390f54d.jpg
711fcxG26EL,B07TF1C7MD,Is this case slim?,Yes,53/539a03d5.jpg
71D9NZ+9DoL,B07TG4SGYV,Is this phone case compatible with the InFocus M2?,Yes,99/9971f96c.jpg
51kEv2EEHWL,B07FSPNZR9,What is the brand of this pencil sharpener?,Eono,53/5398724c.jpg
716Q13YxXKL,B07TH38C4W,Is the autumn leaf design printed directly onto the case?,Yes,70/7050ac20.jpg
81SLk9BXiDL,B083CNLL3V,What is the flavor of this fruit spread?,Cherry,21/21e8ee14.jpg
81OjWOwy7jL,B074MH6GPC,Are there 100 capsules in this bottle?,Yes,27/273d8b00.jpg
71ZdDG42JHL,B071WYLRRX,What is the color of the shoes?,White,99/99e40481.jpg
71bHZ4r1iiL,B07T8PZ6WV,Is this Vivo Y27L phone case design 3D printed?,Yes,66/66f3a68c.jpg
818z7PLHkjL,B078982LG5,What is the material of these sandals?,Suede,bc/bc1220d3.jpg
615BC2KRm4L,B07B7B6W64,Is assembly required?,No,c1/c1f52a33.jpg
813LhZGBU2L,B07B4Z32WP,Is this headboard fully upholstered?,Yes,79/79d13eba.jpg
81bsWKoYv0L,B07T9TQWVB,Is this Oppo A37 phone case precisely cut for all ports and buttons?,Yes,c3/c3a1c388.jpg
81uh565q3HL,B07T2R35K6,Is this pump portable?,Yes,31/317d484b.jpg
71uO93U-enL,B08511P8N9,What is the design style of this phone case?,Abstract,50/50774549.jpg
816086KnWqL,B07T6VNGJ1,Is this pump designed for gasoline?,No,2f/2f3b6305.jpg
41asTGw1NOL,B083PB6N5F,What is the case's color?,Gold,12/120ac153.jpg
71X7P5sJPdL,B000S6MJ9Q,Are these chairs all-weather?,Yes,b1/b1f1dc35.jpg
51AbYbblgmL,B0853XK14W,What is the case's material?,Plastic,47/47f0c738.jpg
81lJaYh62qL,B001TODUXA,What is the write speed of these DVDs?,8x,8b/8bc0420b.jpg
8126R94nLNL,B002VPE21A,What is the case's color?,Black,84/84e93e38.jpg
71jmQxZolKL,B0812CM3FM,What is the color of the shoes?,Azul,c8/c88d890c.jpg
71L7GLq1ErL,B07CTQQ4KS,What is the finish type of the lipstick?,Lucido,b6/b66663cb.jpg
71psRKvlIsL,B079FVN39Q,Are these boots made of leather?,Yes,af/afcb1fae.jpg
71DqwKpcSML,B08511K2C7,What is the design theme of this phone case?,Nuts,d8/d87e51cf.jpg
31lWkH5uqlL,B002SSU31S,Is this a cyan ink cartridge?,Yes,31/31ed61a9.jpg
71aTrv6mRLL,B07TRVLYZH,Is this case hard or soft?,Hard,66/66f3a68c.jpg
91drEdQOOiL,B07T9TL9J3,Is this case slim?,Yes,66/66f3a68c.jpg
71FJp0mPe4L,B074J7X12Z,Is this cleanser fragrance-free?,Yes,2f/2fb61c5e.jpg
61jb6tZDBmL,B01N6T68H5,Are screws included?,Yes,97/975e53b1.jpg
413YDDWEAEL,B000HVGJMK,Is the Sanibel Cast Aluminum Balcony Table already assembled?,No,1a/1a2c3124.jpg
71dLSfNxstL,B07BLC96G2,Is the Stone & Beam 5-quart saute pan dishwasher safe?,Yes,7b/7b659b65.jpg
71njGvFQynL,B07TCWSXXG,Is this case compatible with a Vivo V9 Pro?,Yes,7e/7e9585c2.jpg
61soB7GS-6L,B07T9TM4NM,Is this Oppo F1 Plus case truly 3D printed?,Yes,5a/5a29e0ba.jpg
81sZplikWHL,B07TG3R5G5,Is the Motorola Moto G4 Plus logo visible through the case?,Yes,a4/a4636378.jpg
81t51p2ptML,B07TG4SP4Q,Is the case's paint design precisely aligned with the camera and other features of the Moto Z2 Play?,Yes,49/49b1b22b.jpg
81op5SDW1TL,B0757YL14D,Are these remanufactured cartridges?,Yes,5a/5a36e3ab.jpg
A1vohfMPqRL,B07D82H76L,What is the color of the safe?,Black,79/7956cfe7.jpg
71WubxLfwJL,B081M678HT,What is the material of these boat shoes?,Leather,22/22333cb8.jpg
91q++WbkDtL,B00XJBH0Z0,Is this case made of real leather?,No,ae/ae409f0a.jpg
71YD0P7BFFL,B07R47ZJYT,What color are the boots?,Black,ac/acd1f3c4.jpg
61LPL7xbdLL,B07DBB7FVL,What is the table's color?,Black,71/71bd91e4.jpg
81zKZp7Lh8L,B07KQLB6NT,What is the color shown in the main image?,Beige,28/2822fe12.jpg
A10yjWgjSXL,B071W2XLQJ,Is this rug made of wool?,No,a4/a4532cc6.jpg
815BloQ0k4L,B0853L358V,What is the color of the barstool upholstery?,Graphite,97/97bfc5f5.jpg
71fw5GTUuZL,B076TDZKNX,Is the Melanie ankle boot's zipper located on the inside or outside?,Outside,6e/6ef367a6.jpg
A1-aqkJw+kL,B0767VBGCW,Is the crossbody strap removable?,Yes,5d/5da0784b.jpg
71FkMWPZfAL,B07ZTVWSNG,What is the color of the AmazonBasics Hair Straightener?,Black,4c/4c53831f.jpg
61HUWRLvlbL,B081HN3T22,What is the phone case's design style?,Printed,47/47f0c738.jpg
91OSggzZTtL,B07BHH1G7Z,Is assembly required?,Yes,77/77e5cc0e.jpg
81zKZp7Lh8L,B07KQLB6NT,What is the color shown in the main image?,Beige,11/11da999b.jpg
716FPNzyAqL,B07TK4MWFK,What color are the shoes?,Brown,e6/e6a4c97c.jpg
61pQJKumvIL,B07K4TB9NJ,What color are the sandals?,Black,1c/1c6b01fd.jpg
81Y2ZKshikL,B07TC5X12N,Is this case hard?,Yes,06/06d7ed71.jpg
81V2HJ13IRL,B084HTVV65,What is the finish of the metal wire baskets?,Silver,cf/cf7c501c.jpg
81tTG7zzhzL,B078Y5Q6XG,What is the closure type of these loafers?,Slip-On,07/07a90a48.jpg
712MnjoyklL,B07PDKPBYM,What is the color of the shoe?,Black,31/312e9a94.jpg
91nRFt1adnL,B01N6WEEG1,Is the zipper on the inside or outside of the boot?,Inside,1f/1fc697fb.jpg
61T8tyWqfcL,B07J5NJ89T,What is the material of these sandals?,Satin,c1/c15e44d7.jpg
811J43JZD6L,B071ZCLSX8,What is the color of the RED WAGON Girls' Lace Up Low-Top Trainers?,Gold,6f/6fa3e8ad.jpg
815M5nTgX5L,B074K94MRM,Is this cat food recipe wheat-free?,Yes,12/12c38d7b.jpg
81JKHwVh91L,B079V2C4ZZ,What is the closure type of these shoes?,Lace-Up,2c/2ca54544.jpg
716+5C3o0iL,B07TH39LZB,Is this case compatible with the Lenovo Phab2 Plus?,Yes,26/2654ce48.jpg
61-RpM1CU7L,B072X9B61Y,Is this a disinfectant floor cleaner?,Yes,00/0082cdbf.jpg
71aPqwwhZuL,B015I37A9W,What is the cable length?,Six,99/997d6feb.jpg
514VHoCcboL,B07L8ZVNDZ,What is the color of the sandals?,White,3f/3fea4422.jpg
81HDxW0v29L,B07V6D7BTB,Is this cat food grain-free?,Yes,e6/e6189f2d.jpg
81fQ+TfKRKL,B07B7B8KNR,Is assembly required for this counter-height table?,No,a0/a0154299.jpg
81IRp9vkU3L,B07TC5V3ZN,Is this case slim?,Yes,66/66f3a68c.jpg
81q1L8dUjqL,B076VFXNY8,Is the clock's face made of glass?,Yes,30/30324614.jpg
81NqmgiOdKL,B01N4PA3FQ,Is this duffel bag foldable?,Yes,34/340ae2df.jpg
71G2xh3+swL,B06XH8FZ1C,Are these sandals made of 100% leather?,Yes,7c/7c945b46.jpg
61K1cjzsoeL,B081HP1J1K,What is the design featured on this phone case?,Butterfly,47/47f0c738.jpg
81a6BXjRZML,B07Z88QKTL,What is the closure type of the Bourge Moda-34 running shoes?,SlipOn,7a/7aab3f3a.jpg
61+woWTqkwL,B0854D556M,What is the case's design?,Butterflies,2f/2f357c87.jpg
61MT61WpmKL,B06XG4PZ5N,What is the color of the shoes?,Black,98/98f10a87.jpg
71YH3ZKmYBL,B074H6NNVK,Are these tortilla chips gluten-free?,No,0b/0b40c62a.jpg
71p6n6xT00L,B08569FR43,What is the design style of the phone case?,Multicolor,d8/d87e51cf.jpg
81+PExHgTdL,B079VSYSTL,Are these sneakers made of genuine leather?,No,bb/bbd0a7d8.jpg
71ZGQSNCCZL,B07TG3KVJ6,Is this case a hard case?,Yes,a2/a2986fc5.jpg
71dEqab3dsL,B07TH32B63,Is the case's design precisely aligned with the Nokia 3.1 Plus's buttons and ports?,Yes,85/85a37574.jpg
71zjrImumTL,B0853WTCF4,What is the design style of this phone case?,Romantic,b5/b5046f25.jpg
810Kj2rQvRL,B007K6SGE4,Is this sheet set pre-washed?,No,24/248e3ab6.jpg
81N3NMLzKVL,B075N4KX3T,Is this quinoa blend certified organic?,Yes,03/03ddc55a.jpg
71fAzJZPlOL,B08547YS1X,What is the material of this phone case?,Silicone,5a/5a5527d2.jpg
41loar7348L,B074MFTWL5,Are there any added sugars in this applesauce?,No,e1/e1a50279.jpg
81U60HWvKQL,B07TG4VTWZ,Is this phone case compatible with the Gionee Marathon M5 lite?,Yes,5c/5c80b181.jpg
81EDnPQSSNL,B07T24WX3Z,Is this case compatible with the Sony Xperia C5 Ultra Dual?,Yes,49/49b1b22b.jpg
81izU8sWudL,B07C41SPN6,Is this dressing certified organic?,Yes,6d/6d443545.jpg
71gDcPIFNdL,B07T22JJ5Y,Is the printed image on the phone case a photograph?,Yes,66/66f3a68c.jpg
71i5Jf6XAaL,B07BFR3XTR,Is this product suitable for vegans?,Yes,98/98d7122c.jpg
81kEAvn66XL,B07FMDG9C1,What is the curtain's color?,Purple,21/215f4683.jpg
81ESDUDES1L,B075Z3DL2D,Are these shoes made of genuine leather?,No,92/922cb505.jpg
81B9X30SYcL,B07CF8Q3BQ,Is this Allegro Coffee decaf French roast organic?,Yes,d4/d453bf07.jpg
717YKcBjuhL,B0142RWGIK,What is the color of the boots?,Black,99/9996f67c.jpg
81kC6He5i9L,B07T9TM262,Is the Apple logo visible through the case?,Yes,49/49b1b22b.jpg
81pEa1trlVL,B003QP2ZBI,Is this pillowcase made of 100% Egyptian cotton?,Yes,54/54bcbc13.jpg
71qblnqDhKL,B07TC6L24Z,Is this case slim?,Yes,32/32bb73e2.jpg
61g-vWHo5VL,B07T6MNHJ9,Is this case slim?,Yes,66/66f3a68c.jpg
611gWsnH0KL,B081FGTPB7,What is the size of these AmazonBasics batteries?,AA,ab/abde5c30.jpg
6156Wdjk3uL,B07ZL4D41W,Are these plates compostable?,Yes,3c/3c531d82.jpg
51wiRu6gT9L,B0853WL589,What is the case material?,Plastic,36/36cae1bf.jpg
71mVFTEAIqL,B07W4L2L9B,What is the shoe's color?,Black,ac/ac244093.jpg
91rBj+0DAmL,B07TFXSPRL,Are these gloves latex-free?,Yes,b5/b50a129f.jpg
71gLSLdSfOL,B07L4VJ7K6,What is the material of the Amazon Brand - find. Men's Moccasin?,Suede,7a/7a09c80f.jpg
41w2IylFgTL,B07HKGHSQT,What is the primary material of this floor lamp's frame?,Metal,2e/2e7835b8.jpg
61HPjkfCAbL,B07TH32B79,Is this case compatible with a Xiaomi Mi3 phone?,Yes,41/414cba9a.jpg
71wQhWwqswL,B07TG4TK5Y,Is this case compatible with the Lenovo Vibe X3?,Yes,aa/aa42510f.jpg
713zqYmfVSL,B07WDRDWRR,What is the color of the Centrino Men's 5535 Mouse Sneakers?,Brown,4c/4ca7488d.jpg
618W9vHDoXL,B07T24XJ5J,Is this a slim case?,Yes,66/66f3a68c.jpg
A1l70evTsyL,B075X43FHX,What is the chair's color?,Beige,c9/c9ff8089.jpg
71n4TGBGBGL,B07F8TC9LW,What type of olive oil is this?,Extravirgin,04/048dd91e.jpg
61QUzXKssSL,B07T1BL8SX,Is this padlock set suitable for outdoor use?,Yes,a0/a0f980a9.jpg
710mtzt0AqL,B07TF1F2YG,Is this case slim?,Yes,49/49b1b22b.jpg
91TMlDWXt3L,B07FNJXDJ8,What is the suitcase's color?,Blue,77/7738d457.jpg
71fw5GTUuZL,B076TDZKNX,Is the Melanie ankle boot's zipper located on the inside or outside?,Outside,bc/bc468e52.jpg
81Lj8T5duUL,B07VSFL73D,What is the toe style?,Round,07/07d35241.jpg
71K2OIyUItL,B083MC5XN9,What is the color of the AmazonBasics hand towels?,White,a7/a7a161c8.jpg
810LF3yyORL,B00CF5OHZ2,Is the interior of this camera bag orange?,Yes,25/25598297.jpg
81OUleNhfnS,B000W9F8F6,Is the glass tabletop tempered?,Yes,61/61238b95.jpg
81z+FsQON4L,B07TH374ZZ,Is this Oppo A71 phone case compatible with wireless charging?,No,9b/9bd64f68.jpg
815aZbOPYTL,B07T3LV191,Are these shoes made of leather?,Yes,0e/0e2d9562.jpg
71rTAizulPL,B07KLWSYLR,What is the shape of the tablecloth?,Rectangular,21/21c60edc.jpg
616DGBPH+eL,B074H64BGR,What is the pizza's crust type?,Thin,77/77e17ef1.jpg
71UKJX0wVDL,B08563KB34,What is the design featured on this phone case?,Denim,97/97db3317.jpg
81xlGsnFiJL,B07TG4P73Q,Is this case hard?,Yes,49/49552b69.jpg
71bP8GuKL9L,B076RFQ555,What is the heel type?,Block,ac/acb222ea.jpg
71Zsq8pCmkL,B071H42RNZ,Are the laces functional or purely decorative?,Decorative,b4/b4e1fb9e.jpg
71HJqPv2SrL,B07PFJ2692,What is the boot's color?,Brown,d4/d4b9a6fe.jpg
71tePUSH83L,B07VXTRGYJ,How many colors are included?,Forty,b8/b8f2b377.jpg
71rNPs2OrrL,B085452Y85,What is the case's primary material?,Silicon,22/221e72ce.jpg
51oYQTDL-iL,B07MLJMMSS,What color are the sandals?,White,b7/b7082c3e.jpg
61mZ+WX+N8L,B074VDJ7KZ,Is this salted?,No,c3/c3922fcc.jpg
71Pw8tNG31L,B08511J489,What is the case's primary material?,Plastic,36/36cae1bf.jpg
71BreB7y3KL,B081FGFJYC,What is the pattern on the storage box?,Chevron,0b/0b83ced3.jpg
71ZtBt7YjBL,B0813HP9SB,What is the color of the sandals?,Beige,38/3846576b.jpg
71azrwdiFqL,B078VYP2T5,Is the insole of this sandal leather-lined?,Yes,5b/5bae9418.jpg
71Yg2izN2AL,B07T8Q1KF4,Is the glitter on the heart design raised or flat?,Raised,66/66f3a68c.jpg
81hpH1sk0eL,B07J24Z79N,What color are the boots?,Grey,79/7919ea66.jpg
81uhxnR5mYL,B07SZYWQ4K,Is this case slim?,Yes,66/66f3a68c.jpg
61j8wvrSbFL,B074MGTNHL,Is this spring water container BPA-free?,Yes,9c/9c85101e.jpg
616kVz7NLQL,B07ZNTQC4S,Is the handcart foldable?,Yes,6a/6ab7fc77.jpg
71q1vDrfA2L,B07T1S3ZMC,Is this barrier adjustable?,Yes,1a/1ad48271.jpg
51LeqF2aC8L,B07QPZV1D7,What is the case color?,Black,a7/a796029f.jpg
516VDAEVA4L,B000HBVO5W,Is assembly required for these chairs?,No,97/978c20da.jpg
71YG+wde1WL,B07TH39M49,Is this case slim?,Yes,66/66f3a68c.jpg
71i6F39ac+L,B07895WRNR,Is the heel height considered a low block heel?,Yes,08/087d9420.jpg
81NXSsXvZuL,B081Q815YN,What is the color of the AmazonBasics folding shopping cart?,Blue,25/252b34af.jpg
81HcmryEoCL,B07T9TMCK6,Is this case compatible with the Gionee Marathon M5 lite?,Yes,8e/8e122737.jpg
71ODNZGVvFL,B07MJLPRZ9,What is the color of the shoes?,Tan,28/28f63244.jpg
71M5PK2NMxL,B074H6G7C3,Is this cheese vegetarian?,Yes,49/493c3937.jpg
71KgJJkN1qL,B07T24ZCTX,Is this case hard?,Yes,66/66f3a68c.jpg
81N46rfxXLL,B07N6WD591,Is this shoe non-marking?,Yes,42/42431e7a.jpg
61Lcg5ssr4L,B01N365R6A,Are the included mounting screws 1 inch and 1.63 inches long?,Yes,24/241e22ba.jpg
61U+3OPZduL,B07R5V7SVY,What is the phone model compatibility?,Samsung,67/67358bde.jpg
51lWtGDvzWL,B07Q238KRH,What is the color of the adapter?,White,e4/e4bc9780.jpg
71joSTmz8DL,B07KBXSGHL,What is the number of curtain panels included?,Two,5b/5b9c9ab0.jpg
81I9A+lDruL,B015FNGR26,Is this a 100% silk pocket square?,Yes,2c/2c95f29f.jpg
71N3Qa8n+yL,B07THC87V4,Is this case 3D printed?,Yes,d8/d80cb69e.jpg
813UlHA4CxL,B07T36QVY1,Is this case compatible with the Asus Zenfone Selfie ZD551KL?,Yes,49/49b1b22b.jpg
61kNJ3sbJML,B078GJYQBX,Is the sandal's buckle adjustable?,Yes,3f/3f14a230.jpg
713am4HyVLL,B01JFV8BI2,What is the ring's metal?,Platinum,04/0484a123.jpg
71UTvKYWzML,B072V7ZY23,Is the heel height exactly 3.75 inches?,Yes,b0/b07c0ad4.jpg
71SROLBI8UL,B07GJZ69LL,Is this cutlery set dishwasher safe?,Yes,69/693bd23e.jpg
61+woWTqkwL,B08569DDMR,What is the design printed on this phone case?,Butterflies,2f/2f357c87.jpg
51AbYbblgmL,B081HMLS5N,What is the case material?,Plastic,d8/d89025e7.jpg
91s2QacC+aL,B077XHXP8P,Is the sleep mask's band adjustable?,Yes,94/94aa29bf.jpg
91Sw5WKx1lL,B07T1JN7H4,Is this case compatible with the Sony Xperia Z5 Dual?,Yes,49/49b1b22b.jpg
71000k7zvuL,B08547YS4P,What is the phone case's primary material?,Silicone,85/85192c70.jpg
81hmpCD9wiL,B07BL5QBY6,Is assembly of this vanity set required?,Yes,d9/d92ddf6c.jpg
61w4u46nOCL,B0853XGSJJ,What is the design style of this phone case?,Floral,b8/b8f9ae1b.jpg
71BqswnQHwL,B07T1619WW,Is this case 3D printed?,Yes,66/66f3a68c.jpg
61E5u5qlD1L,B083PB2J2G,What is the overall style of this phone case?,Professional,d1/d14f35ec.jpg
81IY567Ch8L,B07T36VNVB,Is this case compatible with a Motorola Moto X Play?,Yes,b7/b7df001e.jpg
81VbF3xWvnL,B06XJ9MWZ8,What is the color of the dome?,Yellow,51/517b2614.jpg
512AWFy3haL,B07CYWRK79,What is the color of the AmazonBasics Patio Chaise Lounge Cover?,Grey,7c/7cb0333f.jpg
71SBAzrC5sL,B0853X3W21,What is the design of the phone case?,Wooden,d3/d32e129e.jpg
91uVkEMTTYL,B079NR7HVH,Is this a 1kg bag of toor dal?,No,af/af23814b.jpg
617mY0UWPtL,B07KRZYKQK,What color are the curtains?,Black,80/80359f80.jpg
61dyOsYzGnL,B07L8WC8VH,What color are the shoes?,Rojo,e8/e8185564.jpg
817ppxGoALL,B07PVC2PC8,What is the primary color of the mat?,Red,8f/8f7072b4.jpg
61vqGdm2BrL,B07WV2DVKN,What is the phone model compatibility?,Xperia M5,29/293e37bd.jpg
81fu88RxbJL,B07HSKKXT2,Is the print framed?,No,db/db06a808.jpg
41loar7348L,B074MFTWL5,Is this applesauce unsweetened?,Yes,e1/e1a50279.jpg
818ZRNPmwTL,B0721TSVKZ,How many snack packs are included?,Fifteen,d6/d670a9b3.jpg
81vFhqlqGsL,B07CM5NZRC,Is this keyboard backlit?,No,b7/b7f83b4e.jpg
61NjBMIzJSL,B076HDPRL8,What color are the lenses?,Purple,d6/d61d85c0.jpg
713ojdTaKvL,B076YPRTKF,How many USB ports does this hub have?,Seven,be/be7f374d.jpg
71SdwNeow8L,B06XBMZQ6F,Are these sandals easy to put on and off using the Velcro strap?,Yes,e3/e30183db.jpg
51-sEJEPk6L,B082VT4WGX,What type of nuts are these?,Macadamia,c2/c2698620.jpg
71s9rbRksoL,B07T2K47P7,Is this a slim case?,Yes,c5/c50b7e9e.jpg
61O9nqYQkjL,B08547VK34,What is the case's material?,Silicon,85/85192c70.jpg
71NTmvbaE6L,B06XRQS6P3,Are these sandals open-toe?,Yes,37/37b4b126.jpg
71BuTIgVOgL,B078GSSJM2,Is the upper material entirely leather?,No,09/09c6ecfa.jpg
71Xj-qGAAOL,B0853XGHV8,What is the design style of the phone case?,Multicolor,2f/2fd8a009.jpg
71yomBjeThL,B072B87KJW,Are these ceiling mounts for curtains?,Yes,98/9826365f.jpg
41kLuvcfuYL,B002TLTE6Y,Does this TV wall mount support a 55-inch screen?,Yes,b1/b15b338e.jpg
91SK4-Q3DEL,B0753H4S9J,What is the primary color of this yoga towel?,Grey,6a/6aef1d38.jpg
61m21-ypAEL,B07G38F2N9,What is the color of the AmazonBasics cat tree?,Beige,7f/7f7da1f7.jpg
41T6YINftVL,B019OK5VHS,Is the included Otterbox case compatible with the iPhone 6s?,Yes,41/41de6e5a.jpg
61zFBfOYc2L,B07H9VHGRQ,What type of product is this?,Diapers,b3/b32256f4.jpg
718l03qCcJL,B00UG9HB1Q,Does this safe include mounting hardware?,Yes,b1/b18119f1.jpg
71bHZ4r1iiL,B07T8PZ6WV,Is this a slim case?,Yes,49/49b1b22b.jpg
81ewTC6UqZL,B07T6W5SKD,Is this case slim?,Yes,49/49b1b22b.jpg
51+oeHbcF3L,B083VDRMF7,What is the brand of this supplement combination?,Solimo,80/80fcab98.jpg
81te1L3sn+L,B07T6VBT31,Is this case slim?,Yes,41/411e1027.jpg
61eoS0J49vL,B07TH2ZG5L,Is this case compatible with the InFocus M2 phone?,Yes,66/66f3a68c.jpg
516VDAEVA4L,B000HBVO5W,What is the frame material of this chair?,Aluminum,5e/5ecac7fc.jpg
912e53DHJ+L,B075T4J18R,Are these shoes leather?,Yes,2e/2e44abbf.jpg
61CL8pgrJSL,B0788FT982,Are the pearls on these sandals real?,No,9c/9cbb9f3b.jpg
61gS7+o+43L,B074MFKS3C,Are these kidney beans canned?,Yes,69/69b87218.jpg
91dE5w5vV8L,B07WNNY3TL,What is the color of the handbag?,Pink,7c/7ca6e544.jpg
71TmRu23v2L,B07XYDL6HJ,Is this case hard or soft?,Hard,49/49b1b22b.jpg
913MUdn4q3L,B07TC5GYPC,Is this case slim?,Yes,b0/b000fc70.jpg
81lrzysb80L,B07TG3HRDM,Is this case hard?,Yes,66/66f3a68c.jpg
71v9bFPaOxL,B07T267Y9G,Is this case slim?,Yes,4f/4fb90a9e.jpg
81xOZ+xjL+L,B071KF6VQ6,What is the color of the shoes?,Black,44/440afe22.jpg
81g2XoE+hCL,B07QTKCTQ6,What is the number of drawers on this TV stand?,One,47/4788cc81.jpg
813UlHA4CxL,B07T36QVY1,Is this case compatible with the Asus Zenfone Selfie ZD551KL?,Yes,66/66f3a68c.jpg
71qZO007Q0L,B0854CLBFM,What is the phone case's material?,Silicon,85/85192c70.jpg
71aA6SN9yUL,B07TG4GHY6,Is the Lenovo A6600 case precisely cut for all ports?,Yes,81/816579c6.jpg
61QbcfDL7sL,B07WY6GYSK,Is this case compatible with the Lenovo A7000?,Yes,47/47f0c738.jpg
61FoglXsSQL,B07TGZY19W,Is this case compatible with the InFocus M2 phone?,Yes,6a/6a79215c.jpg
91Lnf1ZeWgL,B07BDZLHD8,Are these sneakers lace-up?,Yes,d3/d3bcaa09.jpg
716XdpdgtJL,B0812JQ46D,What is the primary material of the included geometric tools?,Plastic,85/85e7fc35.jpg
61m21-ypAEL,B07G38F2N9,What is the color of the AmazonBasics cat tree?,Beige,29/292f1ac8.jpg
81yxfYnu4XL,B07TF1FVHK,Is this a slim case?,Yes,49/49b1b22b.jpg
71bQ5gcRvOL,B07YV6GFFK,What is the shoe's color?,Blue,20/201623f2.jpg
819l-0N6YZL,B074H5TN23,Is this dog food wheat-free?,Yes,16/16db1584.jpg
71UTDnRTl5L,B082PP39GK,What is the material composition of these curtains?,Polyester,43/43bd8c64.jpg
410SDo-z4nL,B071GFDLHC,Are these boots made from genuine leather?,No,2b/2b397eb7.jpg
61Nv5S6m5qL,B0112W79N0,How many hangers are included?,30,2f/2ff91ef6.jpg
614tgZfjBjL,B07PCX54L4,What color is the case?,Black,03/03eaf442.jpg
81dR3nuZ-1L,B07TH2XMZS,Is this case slim?,Yes,ab/ab27a67b.jpg
